,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,14,22,28,25,25,30,28,27,27,28,29,30,31,32,32,31,36,37,42,40,39,36,41,40,45,45,46,47,48,48,46,50,47,47,48,48,47,46,46,47,42,43,41,41,41,49,49,42,39,38,41,41,39,30,36,35,32,30,35,37,38,37,35,37,40,38,37,36,34,34,32,32,32,29,31,33,30,30,31,31,25,28,32,30,30,31,28,28,28,28,26,24,26,25,26,27,27,27,26,26,27,26,26,25,25,24,23,24,23,23,22,22,23,21,22,21,22,20,20,21,18,18,19,18,16,16,16,16,15,14,13,14,13,13,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,10,12,20,26,26,25,26,31,30,28,29,29,29,32,33,34,33,33,35,38,39,36,35,42,40,41,43,44,47,48,48,45,46,48,48,46,46,47,46,45,43,44,44,43,40,40,43,46,51,43,40,39,38,38,36,39,36,35,32,33,38,39,39,38,30,35,37,39,38,36,32,33,33,33,33,28,33,32,30,31,32,30,25,28,30,30,29,30,29,28,26,29,24,25,26,27,25,26,26,30,24,24,24,24,27,23,23,24,24,23,23,22,20,22,22,21,22,23,19,19,19,18,17,18,21,19,19,17,18,18,17,18,17,15,13,13,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,23,26,28,25,28,31,30,29,30,30,30,33,33,34,33,37,41,40,38,36,36,41,41,41,43,44,47,48,47,44,45,48,48,44,45,46,47,46,44,44,44,43,40,40,43,51,49,48,38,38,38,39,46,38,36,32,33,35,37,38,40,32,31,34,37,39,37,36,29,34,32,34,32,28,33,32,31,32,32,30,25,28,30,28,29,28,28,27,27,25,26,26,27,26,27,25,27,26,27,23,24,25,24,23,21,24,23,23,21,21,21,23,23,20,21,21,21,19,19,18,17,18,20,20,16,17,16,15,16,16,14,17,16,16,14,14,0,4,4,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,20,23,24,25,31,27,32,32,32,32,32,32,34,34,34,34,41,41,41,38,39,38,40,41,40,46,48,47,48,44,44,45,47,46,45,45,48,47,45,46,45,42,42,40,41,41,43,48,47,36,38,37,38,49,40,41,37,35,34,37,40,38,34,33,29,32,37,42,34,28,33,34,33,33,25,34,32,29,28,27,27,25,28,27,29,28,27,28,27,26,27,27,29,26,25,24,26,26,25,26,24,24,26,22,23,24,21,24,22,22,22,21,21,22,21,20,20,21,20,19,17,16,16,18,18,16,15,16,16,15,14,14,13,13,12,11,0,0,0,0,0,-6,-2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,19,21,21,21,32,27,32,32,30,31,32,35,36,34,31,34,46,42,38,38,36,36,39,40,43,49,48,46,48,43,44,45,48,47,46,44,42,46,45,43,43,44,44,40,41,41,43,45,49,41,42,37,39,45,36,36,40,35,34,33,36,36,35,34,29,31,36,41,40,27,40,35,37,35,29,31,30,31,32,32,27,28,30,28,27,26,27,30,29,27,28,27,27,27,27,26,24,25,23,23,24,25,26,26,28,26,23,23,23,23,22,22,21,21,22,21,20,20,19,18,18,17,18,18,17,17,16,15,15,16,11,10,14,13,10,0,-2,0,0,0,0,0,0,0,0,0,0,4,10,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,20,21,20,29,30,31,32,32,31,32,33,35,36,35,35,40,46,39,38,38,36,35,39,42,42,50,48,47,47,44,43,45,48,47,46,45,45,47,45,43,44,45,44,41,40,39,40,43,48,45,45,36,40,44,39,39,37,34,34,33,34,36,34,31,32,32,32,42,37,34,40,39,38,33,31,31,29,31,31,32,30,28,30,27,27,26,28,31,28,29,27,27,27,26,26,27,23,22,23,25,25,25,26,26,24,23,23,22,22,22,22,22,21,21,21,21,20,19,19,18,18,18,18,18,17,17,15,16,16,14,12,13,14,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,12,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,20,21,22,23,27,32,29,30,32,32,33,34,34,38,37,41,42,43,38,37,37,34,36,41,44,52,50,45,44,46,46,41,43,54,46,45,43,39,44,44,44,42,45,45,41,40,38,42,44,47,45,44,34,38,43,40,36,35,35,32,36,37,35,32,32,33,33,34,39,38,28,39,39,36,28,34,32,29,30,30,31,29,29,29,29,29,29,29,30,29,29,28,27,27,27,26,25,25,25,25,25,25,25,24,24,23,23,23,22,22,21,21,21,21,20,20,20,19,19,18,18,19,19,17,17,15,18,15,15,15,16,12,15,15,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,0,0,0,0,1,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,16,20,21,23,22,26,28,28,30,28,28,37,37,35,38,38,37,39,37,43,41,34,33,36,48,52,54,45,48,48,47,45,41,50,54,48,44,42,42,45,44,45,42,44,45,42,39,41,40,43,39,44,47,37,34,40,39,38,36,36,34,34,34,32,32,33,36,40,37,38,31,33,37,38,36,30,33,31,29,27,28,30,28,27,28,28,28,27,29,30,28,28,26,26,27,26,27,26,26,25,25,25,24,25,24,24,23,23,22,22,21,21,21,21,20,20,19,20,19,19,18,18,18,17,16,16,17,15,15,16,16,13,13,14,15,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,15,19,20,21,24,24,26,30,31,29,29,29,37,39,35,35,37,36,38,43,44,44,34,32,36,52,53,43,45,50,47,47,45,38,41,54,48,45,43,43,43,44,44,42,45,45,42,40,41,40,44,43,47,48,35,32,41,38,38,37,36,35,33,33,33,33,33,39,42,34,38,36,34,36,38,37,30,35,32,30,30,30,30,28,28,29,28,29,29,28,29,28,27,27,27,27,27,27,26,26,26,25,25,25,23,23,23,22,22,22,21,22,21,21,21,20,20,19,19,20,19,19,17,17,17,16,15,15,16,16,16,16,13,14,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,16,18,20,22,23,27,27,27,29,28,28,28,31,34,34,35,35,35,37,38,41,46,44,33,35,42,53,53,52,55,51,48,48,40,42,44,49,45,42,40,41,41,43,43,40,43,46,44,40,39,36,45,42,43,43,34,39,41,39,38,36,36,35,34,35,34,34,34,35,37,36,37,31,36,41,39,31,29,32,32,32,30,29,29,27,27,29,30,30,29,29,28,28,27,27,26,27,26,26,24,24,23,24,24,24,23,23,25,23,25,21,22,21,21,21,21,20,20,19,19,19,18,17,18,17,17,16,16,16,16,16,14,14,14,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,17,19,21,23,23,25,26,26,26,28,27,28,31,34,35,36,37,37,37,38,40,44,37,35,36,43,53,52,58,53,52,40,40,40,41,45,45,42,40,43,44,40,40,40,40,45,48,45,40,42,45,45,42,41,41,37,37,42,40,39,37,37,33,35,35,34,35,35,33,34,37,36,33,34,40,38,32,30,31,33,29,28,29,30,28,28,30,30,30,27,28,28,27,27,26,25,25,24,23,24,24,24,24,24,25,24,24,24,21,23,21,21,21,21,21,20,20,20,20,20,18,19,19,17,18,17,17,16,16,15,15,15,15,13,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,17,19,20,22,22,24,25,24,25,25,26,27,30,33,34,34,35,34,36,39,40,41,37,36,46,49,52,55,55,53,46,43,44,40,41,43,47,42,40,47,43,41,40,40,39,44,50,47,39,42,47,47,41,36,38,38,38,40,38,37,35,31,34,37,36,35,33,32,33,34,37,39,36,34,37,36,31,29,32,31,30,28,29,30,29,29,28,29,28,27,26,27,25,26,25,25,25,25,24,23,23,24,24,25,22,21,22,23,22,23,21,21,20,21,21,21,20,21,19,19,19,19,19,17,17,17,16,16,14,15,16,14,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,19,19,20,21,21,22,22,26,29,29,28,29,30,30,30,34,35,34,36,37,42,41,41,38,46,50,50,51,54,47,47,43,42,42,41,41,41,41,43,42,41,40,40,39,38,50,52,39,41,43,46,46,40,41,40,38,39,37,37,35,33,33,36,35,34,34,31,33,31,32,37,35,32,34,34,34,31,31,30,30,29,28,29,29,28,28,28,28,27,26,27,26,26,26,24,24,24,24,23,24,23,24,25,24,24,22,22,22,22,23,20,21,22,21,21,21,20,20,20,19,19,18,18,18,17,16,15,15,13,14,15,13,12,7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,17,19,20,20,23,23,27,24,31,32,31,31,31,31,31,32,35,35,35,38,39,42,42,41,39,42,49,49,51,53,53,50,44,43,43,41,42,42,41,42,42,40,38,39,38,38,49,52,46,40,42,45,46,43,41,40,38,38,37,35,34,36,36,35,36,35,33,33,33,31,35,35,34,32,33,33,33,30,29,29,29,29,29,30,29,28,28,27,27,27,26,27,26,26,26,25,25,26,25,25,23,24,25,24,24,23,22,23,23,23,22,21,21,21,22,22,19,21,20,20,20,19,18,19,18,16,16,15,15,13,15,14,13,11,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,20,23,23,24,28,29,26,26,27,30,31,32,32,32,33,33,37,37,38,39,40,42,43,43,38,46,46,50,50,52,52,52,41,40,39,40,41,43,41,41,41,39,39,39,39,38,43,48,45,42,42,44,43,43,41,40,40,38,35,37,37,37,37,34,34,33,35,33,33,33,34,35,32,31,31,32,31,30,30,29,29,29,29,29,28,28,28,28,28,27,27,26,26,26,25,26,26,25,27,27,27,24,23,24,24,22,22,22,21,21,20,22,21,19,19,19,19,19,19,20,20,19,19,19,18,16,16,17,17,15,14,14,8,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
